text,label
"Signs and symptoms of cholangiocarcinoma include:  Yellowing of your skin and the whites of your eyes (jaundice) Intensely itchy skin White-colored stools Fatigue Abdominal pain on the right side, just below the ribs Losing weight without trying Fever Night sweats Dark urine ",202
"Each person with Down syndrome is an individual — intellectual and developmental problems may be mild, moderate or severe. Some people are healthy while others have significant health problems such as serious heart defects. Children and adults with Down syndrome have distinct facial features. Though not all people with Down syndrome have the same features, some of the more common features include:  Flattened face Small head Short neck Protruding tongue Upward slanting eye lids (palpebral fissures) Unusually shaped or small ears Poor muscle tone Broad, short hands with a single crease in the palm Relatively short fingers and small hands and feet Excessive flexibility Tiny white spots on the colored part (iris) of the eye called Brushfield's spots Short height  Infants with Down syndrome may be average size, but typically they grow slowly and remain shorter than other children the same age. Intellectual disabilities Most children with Down syndrome have mild to moderate cognitive impairment. Language is delayed, and both short and long-term memory is affected.",304
"constipation,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine",1035
"itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",465
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",596
I have a bruise on my leg and the skin around the veins is dry and flaky. My legs have started to swell.,1047
"I've been losing weight and feeling sick to my stomach. My skin is yellow, and I have a fever. My urine is dark, and my stomach hurts.",541
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",468
"Churg-Strauss syndrome varies greatly from person to person. Some people have only mild symptoms. Others have severe or life-threatening complications. Also known as EGPA, the syndrome tends to occur in three stages and gets progressively worse. Almost everyone with the condition has asthma, chronic sinusitis and elevated counts of white blood cells called eosinophils. Other signs and symptoms might include:  Loss of appetite and weight loss Joint and muscle pain Abdominal pain and gastrointestinal bleeding Weakness, fatigue or a general feeling of being unwell Rash or skin sores Pain, numbness, and tingling in your hands and feet ",220
"An enlarged liver might not cause symptoms. When enlarged liver results from liver disease, it might be accompanied by:  Abdominal pain Fatigue Nausea and vomiting Yellowing of the skin and the whites of the eyes (jaundice) ",342
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",72
"constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus",297
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",33
"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",234
"vomiting,headache,weakness_of_one_body_side,altered_sensorium",718
"itching,skin_rash,nodal_skin_eruptions",394
"patches_in_throat,high_fever,extra_marital_contacts",27
"skin_rash,pus_filled_pimples,blackheads,scurring",7
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",234
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain",412
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",464
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",465
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",596
"back_pain,weakness_in_limbs,dizziness,loss_of_balance",186
"vomiting,sunken_eyes,dehydration,diarrhoea",402
"fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",502
I have a fever and a headache. I have sores near my nose and rashes on my neck. I'm really struggling right now.,515
"muscle_wasting,patches_in_throat,high_fever",27
"I have to go to the bathroom a lot, but only a little comes out. My stomach hurts, and I can't control my need to pee.",1035
"Common signs and symptoms of GERD include: GERD  A burning sensation in your chest (heartburn), usually after eating, which might be worse at night or while lying down Backwash (regurgitation) of food or sour liquid Upper abdominal or chest pain Trouble swallowing (dysphagia) Sensation of a lump in your throat  If you have nighttime acid reflux, you might also experience:  An ongoing cough Inflammation of the vocal cords (laryngitis) New or worsening asthma ",412
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain",412
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",467
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",630
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",465
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",308
"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain",596
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",468
"Aphasia is a symptom of some other condition, such as a stroke or a brain tumor. A person with aphasia may:  Speak in short or incomplete sentences Speak in sentences that don't make sense Substitute one word for another or one sound for another Speak unrecognizable words Have difficulty finding words Not understand other people's conversation Not understand what they read Write sentences that don't make sense  Patterns of aphasia People with aphasia may have different strengths and weaknesses in their speech patterns. Sometimes these patterns are labeled as different types of aphasia, including:  Broca's aphasia  Wernicke aphasia Transcortical aphasia Conduction aphasia Mixed aphasia Global aphasia  These patterns describe how well the person can understand what others say. They also describe how easy it is for the person to speak or to correctly repeat what someone else says. Aphasia may develop slowly over time. When that happens, the aphasia may be labeled with one of these names:  Logopenic aphasia Semantic aphasia Agrammatism  Many people with aphasia have patterns of speech difficulty that don't match these types. It may help to consider that each person with aphasia has unique symptoms, strengths and weaknesses rather than trying to label a particular type of aphasia.",66
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",234
I've been experiencing stiffness and weakness in my neck muscles recently. My joints have grown stiff and it's hard for me to run without getting stiff. Walking is also very uncomfortable.,72
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",33
"skin_rash,blackheads,scurring",7
"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain",412
"A brain arteriovenous malformation may not cause any signs or symptoms until the AVM ruptures, resulting in hemorrhage. In about half of all brain AVMs, hemorrhage is the first sign. AVM AVM But some people with brain AVM may experience signs and symptoms other than bleeding, such as: AVM  Seizures Headache or pain in one area of the head Muscle weakness or numbness in one part of the body  Some people may experience more-serious neurological signs and symptoms, depending on the location of the AVM, including: AVM  Severe headache Weakness, numbness or paralysis Vision loss Difficulty speaking Confusion or inability to understand others Severe unsteadiness  Signs and symptoms of a brain AVM may begin at any age but usually emerge between ages 10 and 40. Brain AVMs can damage brain tissue over time. The effects slowly build and often cause symptoms in early adulthood. AVM AVM By middle age, however, brain AVMs tend to remain stable and are less likely to cause symptoms. AVM Research hasn't found that pregnancy increases the risk of hemorrhage for people with a brain AVM. However, more research needs to be done. AVM One severe type of brain AVM involves the vein of Galen. It causes signs and symptoms that emerge soon or immediately after birth. The major blood vessel involved in this type of brain AVM can cause fluid to build up in the brain and the head to swell. It can also cause swollen veins that are visible on the scalp, seizures, failure to thrive and congestive heart failure.",132
"If your child has clubfoot, here's what it might look like:  The top of the foot is usually twisted downward and inward, increasing the arch and turning the heel inward. The foot may be turned so severely that it actually looks as if it's upside down. The affected leg or foot may be slightly shorter. The calf muscles in the affected leg are usually underdeveloped.  Despite its look, clubfoot itself doesn't cause any discomfort or pain.",224
"Babies with Rett syndrome usually are born after an uncomplicated pregnancy and delivery. Most infants with Rett syndrome seem to grow and behave as expected for the first six months. After that, signs and symptoms start to appear. The most pronounced changes generally occur at 12 to 18 months of age, over a period of weeks or months. Symptoms and their severity vary greatly from child to child. The main signs and symptoms include:  Slowed growth. Brain growth slows after birth. Smaller than usual head size (microcephaly) is sometimes the first sign that a child has Rett syndrome. As children get older, there is delayed growth in other parts of the body. Loss of movement and coordination abilities. The first signs often include reduced hand control and a decreasing ability to crawl or walk. At first, this loss of abilities occurs rapidly, and then it continues more gradually. Eventually muscles become weak or stiff, with unusual movement and positioning. Loss of communication abilities. Children with Rett syndrome typically begin to lose the ability to speak, to make eye contact and to communicate in other ways. They may become disinterested in other people, toys and their surroundings. Some children have rapid changes, such as a sudden loss of language. Over time, children may gradually regain eye contact and develop nonverbal communication skills. Unusual hand movements. Children with Rett syndrome usually develop repetitive, purposeless hand movements, which differ from child to child. Hand movements may include hand-wringing, squeezing, clapping, tapping or rubbing.  Other signs and symptoms can include:  Unusual eye movements. Children with Rett syndrome tend to have unusual eye movements, such as intense staring, blinking, crossed eyes or closing one eye at a time. Breathing problems. These include breath holding, rapid breathing (hyperventilation), forcefully blowing out air or saliva, and swallowing air. These problems tend to occur during waking hours. Other breathing disturbances such as shallow breathing or short periods of stopping breathing (apnea) can occur during sleep. Irritability and crying. Children with Rett syndrome may become increasingly agitated and irritable as they get older. Periods of crying or screaming may begin suddenly, for no apparent reason, and last for hours. Some children may experience fears and anxiety. Other unusual behaviors. These may include, for example, sudden, odd facial expressions and long bouts of laughter, hand licking, and grasping of hair or clothing. Intellectual disabilities. Loss of skills may be connected to losing the ability to think, understand and learn. Seizures. Most people who have Rett syndrome experience seizures at some time during their lives. Multiple seizure types may occur and are associated with changes on an electroencephalogram (EEG). Sideways curvature of the spine (scoliosis). Scoliosis is common with Rett syndrome. It typically begins between 8 and 11 years of age and progresses with age. Surgery may be required if the curvature is severe. Irregular heartbeat. This is a life-threatening problem for many children and adults with Rett syndrome and can result in sudden death. Sleep disturbances. Problems with sleep patterns can include irregular sleep times, falling asleep during the day and being awake at night, or waking in the night with crying or screaming. Other symptoms. A variety of other symptoms can occur, such as a decreased response to pain; small hands and feet that are usually cold; problems with chewing and swallowing; problems with bowel function; and teeth grinding.  Stages of Rett syndrome Rett syndrome is commonly divided into four stages:  Stage 1: Early onset. Signs and symptoms are subtle and easily overlooked during the first stage, which starts between 6 and 18 months of age. Stage 1 can last for a few months or a year. Babies in this stage may show less eye contact and start to lose interest in toys. They may also have delays in sitting or crawling. Stage 2: Rapid deterioration. Starting between 1 and 4 years of age, children lose the ability to perform skills they previously had. This loss can be rapid or more gradual, occurring over weeks or months. Symptoms of Rett syndrome occur, such as slowed head growth, abnormal hand movements, hyperventilating, screaming or crying for no apparent reason, problems with movement and coordination, and a loss of social interaction and communication. Stage 3: Plateau. The third stage usually begins between the ages of 2 and 10 years, and it can last for many years. Although problems with movement continue, behavior may slightly improve, with less crying and irritability, and there may be some improvement in hand use and communication. Seizures may begin in this stage and generally don't occur before the age of 2. Stage 4: Late motor deterioration. This stage usually begins after the age of 10 and can last for years or decades. It's marked by reduced mobility, muscle weakness, joint contractures and scoliosis. Understanding, communication and hand skills generally remain stable or improve slightly, and seizures may occur less often. ",855
